URL,Title,Year,Make,Model,VIN,Odometer,Vehicle Type,BID,document,Image URLs
https://www.rbauction.com/2010-ford-f-150-xl-4x2-crew-cab-pickup?invId=13858119&id=ci&auction=sacramento-ca-2023203,2010 Ford F-150 XL 4x2 Crew Cab Pickup,2010,Ford,F-150,1FTEW1C85AKE29698,"285,292 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/532/cce83ea8-9326-4190-8d82-c974d1c697ae-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/532/d64d2cc4-fda5-4c0c-8374-4e732d6e9913-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/532/2d14fb1a-9fc4-4e0f-81ff-6094757e04a3-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/532/e07bd310-1bb6-4bbe-b045-9eaedce93170-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/532/4b4fea89-18d7-4b24-a330-a8d3ca0dfee8-med.jpg""]"
https://www.rbauction.com/2013-volkswagen-passat-automobile?invId=14014964&id=ci&auction=sacramento-ca-2023203,2013 Volkswagen Passat Automobile,2013,Volkswagen,Passat,1VWBN7A34DC105914,"153,792 mil",Automobile,,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13577/877/10a49c05-1c0c-460c-a40f-c1af18855b5f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13577/877/10a49c05-1c0c-460c-a40f-c1af18855b5f-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13577/877/db476992-5bc9-3382-9475-6329551f82a7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13577/877/0808eefc-bd43-340f-8404-3e83ed5b4af7-med.jpg""]"
https://www.rbauction.com/2015-toyota-prius-hybrid-automobile?invId=13839287&id=ci&auction=sacramento-ca-2023203,2015 Toyota PRIUS Hybrid Automobile,2015,Toyota,PRIUS,JTDKN3DU3F0410678,"147,977 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/11755/510/a02451a2-a3e3-4bba-9628-b4176818c09a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/11755/510/7959cce7-a0b2-4af5-ad48-5d8da2ae7761-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/11755/510/18697278-ecd0-4d3e-b242-8493da2b8390-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/11755/510/31d32c1f-14f0-47da-a57a-af21f51531a2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/11755/510/cc44b061-4f7c-4573-9405-c30e070c5c42-med.jpg""]"
https://www.rbauction.com/2012-ford-escape-xlt-2wd-sport-utility-vehicle?invId=13858117&id=ci&auction=sacramento-ca-2023203,2012 Ford Escape XLT 2WD SUV,2012,Ford,Escape,1FMCU0D7XCKB04847,"254,710 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/529/e807f4e9-b931-4404-9761-4eec202fbf01-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/529/04759899-5744-472a-805a-2b271fa744f7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/529/56692821-d1d4-4791-8ee4-54cf34dcab3f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/529/fc3495de-c7b4-45e1-846e-268e1f20e93d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12669/529/b39f0a44-9ee8-48be-b863-084e8875b908-med.jpg""]"
https://www.rbauction.com/2007-chevrolet-silverado-3500-4x4-crew-cab-pickup?invId=13841147&id=ci&auction=sacramento-ca-2023203,2007 Chevrolet Silverado 3500 4x4 Crew Cab Pickup,2007,Chevrolet,Silverado 3500,1GCJK33D07F128258,"362,429 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/10896/261/045997f6-93e2-41d7-b5bb-a00188305399-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/10896/261/c2537a83-9dc2-48a1-bbed-c3b608bf4c97-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/10896/261/30595a8f-1d84-4628-98b2-1245320da09c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/10896/261/7704c83d-999d-4540-9a99-1c260c09ffcd-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/10896/261/2ffdb1ce-a4aa-4a93-bc91-3918915bce16-med.jpg""]"
https://www.rbauction.com/2000-ford-ranger-xlt-4x2-extended-cab-pickup?invId=13924045&id=ci&auction=sacramento-ca-2023203,2000 Ford Ranger XLT 4x2 Extended Cab Pickup,2000,Ford,Ranger,1FTYR14X8YPB43741,"265,943 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13253/328/90fe8aef-094b-44f4-9c16-82665f238941-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13253/328/f8416821-b40d-479c-84fb-cceca0c21137-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13253/328/4a4ceaf5-1b70-498d-9c7f-100f355bed16-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13253/328/3d152b42-2f56-42bd-b388-d28c85cbdac5-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13253/328/c83cdf66-9393-45da-ba35-160d2be03629-med.jpg""]"
https://www.rbauction.com/2015-gmc-sierra-1500-all-terrain-4x4-crew-cab-pickup?invId=14026224&id=ci&auction=edmonton-ab-2023221,2015 GMC Sierra 1500 All Terrain 4x4 Crew Cab Pickup,2015,GMC,Sierra 1500,3GTU2VEC4FG244797,"205,850 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13534/836/4e32e7b4-5b99-40d4-9498-f69c3b2891b9-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13534/836/64626065-e854-4d15-ba44-bf9b239841a4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13534/836/0cb936f2-ec5f-401f-adbb-a8056114579d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13534/836/c526dcc5-da88-4429-8f4a-9dc1a721e1f3-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13534/836/a9f67809-cc9c-40fa-88e0-56e833021bc9-med.jpg""]"
https://www.rbauction.com/2011-ram-2500hd-4x4-crew-cab-pickup?invId=14026234&id=ci&auction=edmonton-ab-2023221,2011 Ram 2500HD 4x4 Crew Cab Pickup,2011,Ram,2500HD,3D7UT2CL4BG515940,"18,339 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13424/337/cf4addb7-c489-4459-b498-195103c7a217-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13424/337/cf4addb7-c489-4459-b498-195103c7a217-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13424/337/448a8a5a-bef5-46be-aa48-03e7517bd39d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13424/337/25aaa2b1-975a-479a-87ac-2f49690a927b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13424/337/6ef1223d-550b-45bc-86bd-c362758bf182-med.jpg""]"
https://www.rbauction.com/2015-ford-f-150-xl-4x4-extended-cab-pickup?invId=14026257&id=ci&auction=edmonton-ab-2023221,2015 Ford F-150 XL 4x4 Extended Cab Pickup,2015,Ford,F-150,1FTFX1EF2FFC63685,"185,686 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/822/ef41ad9a-317a-4748-b37e-f3ca1b5fe2aa-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/822/1c2b2b21-f3d6-4a6e-9241-11285720f719-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/822/1d9ad80c-1c6c-4371-972c-d66f81b1504d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/822/ad8388b4-2c67-44e1-9ab0-26fea18fcd93-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/822/b550e8cd-37a9-4a08-bfa8-2f386ce38344-med.jpg""]"
https://www.rbauction.com/2015-ford-f-150-xl-4x4-extended-cab-pickup?invId=14026256&id=ci&auction=edmonton-ab-2023221,2015 Ford F-150 XL 4x4 Extended Cab Pickup,2015,Ford,F-150,1FTFX1EF7FFC63715,"182,789 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/821/2ef8108a-f395-42d7-85ef-70529ed7b4af-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/821/8cbd440a-7710-4316-bcfe-798a9faf6183-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/821/77b10551-fab8-4450-b857-d6aad7eef118-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/821/f87c4160-9fae-4035-b2cb-09890a8002a1-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/821/2e9d3791-806e-42f8-916b-d7d451fa1644-med.jpg""]"
https://www.rbauction.com/2014-jeep-wrangler-unlimited-sahara-4x4-sport-utility-vehicle?invId=14031749&id=ci&auction=edmonton-ab-2023221,2014 Jeep Wrangler Unlimited Sahara 4x4 SUV,2014,Jeep,Wrangler,1C4BJWEG8EL130290,"128,350 km",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13684/571/2cef5474-a288-416c-9d7a-643a58ad24a1-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13684/571/d48e4f4f-ec50-449f-8dad-80ce1a9c518e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13684/571/fcc9c78b-0e5d-47ba-95f6-a7e7642b045c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13684/571/ec59c598-391c-4f64-8b92-88591f4ac0b0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13684/571/8a43c4c2-a9ba-410e-b7df-c4578234aa21-med.jpg""]"
https://www.rbauction.com/2010-cadillac-escalade-platinum-4x4-hybrid-sport-utility-vehicle?invId=14026227&id=ci&auction=edmonton-ab-2023221,2010 Cadillac Escalade Platinum 4x4 Hybrid SUV,2010,Cadillac,Escalade,1GYUKFEJ4AR159983,"249,259 km",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13456/956/dc8b1d2c-17ee-417d-b039-8b70706457b0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13456/956/dc8b1d2c-17ee-417d-b039-8b70706457b0-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13456/956/e5277c71-674d-49db-9acd-47374d0af6d3-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13456/956/7eb19b15-dafb-442a-b3b3-cee14fbe868c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13456/956/5f18d817-4cb1-46d9-ac63-151c90346114-med.jpg""]"
https://www.rbauction.com/2016-chevrolet-silverado-2500h-lt-4x4-crew-cab-pickup?invId=14032744&id=ci&auction=edmonton-ab-2023221,2016 Chevrolet Silverado 2500HD LT 4x4 Crew Cab Pickup,2016,Chevrolet,Silverado 2500HD,1GC1KVEG0GF165166,"432,375 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13688/616/0538ee6b-7857-46e9-9889-540774a4948e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13688/616/9f89a99c-0ade-4bc0-9030-9cf8cd3bdcf8-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13688/616/15c04dce-9ce1-4dfd-9067-4072f2d5f3d1-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13688/616/549db904-4364-4e08-b791-3acb9f43efbe-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13688/616/88321f0a-923e-4286-bf81-eea8b0b45dce-med.jpg""]"
https://www.rbauction.com/1995-ford-f-150-4x4-extended-cab-classic-pickup?invId=14025356&id=ci&auction=edmonton-ab-2023221,1995 Ford F-150 4x4 Extended Cab Classic Pickup,1995,Ford,F-150,1FTEX14H9SKA29219,"207,731 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13410/465/db71ae4b-d1c3-4f85-ab92-b6112a83a67e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13410/465/db71ae4b-d1c3-4f85-ab92-b6112a83a67e-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13410/465/527c8fdf-3b93-4bcc-935c-1ab700fcc90b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13410/465/49b74109-68df-46da-b774-5d0489bbae2f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13410/465/3fc1b642-a4d6-4b2a-8551-7ea709737ec2-med.jpg""]"
https://www.rbauction.com/2013-chevrolet-silverado-1500-ltz-4x2-extended-cab-pickup?invId=14026226&id=ci&auction=edmonton-ab-2023221,2013 Chevrolet Silverado 1500 LTZ 4x2 Extended Cab Pickup,2013,Chevrolet,Silverado 1500,1GCRCREA1DZ237473,"174,131 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13401/183/b9dafc89-7a15-4356-a93d-344ae9282001-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13401/183/b9dafc89-7a15-4356-a93d-344ae9282001-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13401/183/69391783-5679-4ae5-a84b-a08384418836-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13401/183/9cd29c38-1be9-4335-93de-d78ea044bde2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13401/183/ccda3934-b04c-4f9f-a97f-e907c4efc9e6-med.jpg""]"
https://www.rbauction.com/2004-ford-f-350-lariat-4x4-extended-cab-pickup?invId=14026609&id=ci&auction=edmonton-ab-2023221,2004 Ford F-350 Lariat 4x4 Extended Cab Pickup,2004,Ford,F-350,1FTWX33PX4EA88046,"222,808 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13669/334/5df7112d-814a-4620-ba91-c1f9de0e2c7a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13669/334/91fe06ab-96b2-4315-857a-a86b3693183c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13669/334/1e5c806e-d9fb-40fb-a3d3-2511e53e66fb-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13669/334/1952246d-f86e-4c43-8a14-95cc913909aa-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13669/334/6c7c243b-df61-4c61-9d40-d868a1cce891-med.jpg""]"
https://www.rbauction.com/2014-ram-1500-laramie-4x4-crew-cab-pickup?invId=14031272&id=ci&auction=edmonton-ab-2023221,2014 Ram 1500 Laramie 4x4 Crew Cab Pickup,2014,Ram,1500,1C6RR7NT4ES191417,"364,193 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13683/97/b12256d4-f149-4735-8e65-41693adb8aa8-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13683/97/def15882-229d-48e5-882d-ae79879465d8-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13683/97/cf1bec15-4736-4457-be44-dc26746d6def-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13683/97/f324b820-5103-44e2-b006-c06c1e277ebd-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13683/97/62b48709-6e5b-41bd-91e2-7fe75613372e-med.jpg""]"
https://www.rbauction.com/2008-bmw-335i-awd-automobile?invId=14036090&id=ci&auction=edmonton-ab-2023221,2008 BMW 335i AWD Convertible,2008,BMW,335i,WBAWL73558PX55677,"174,312 km",Convertible,Coming soon,,[]
https://www.rbauction.com/2012-ford-f-150-xlt-4x4-crew-cab-pickup?invId=14026248&id=ci&auction=edmonton-ab-2023221,2012 Ford F-150 XLT 4x4 Crew Cab Pickup,2012,Ford,F-150,1FTFW1EF7CFC25691,"277,593 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/494/165aca40-442a-4799-ac3d-9bac12fb6b58-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/494/c7c01207-a704-451c-93e3-14123cdf7b9a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/494/513b06c2-ce3b-4a86-9d2c-2dc624da7f74-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/494/a9f2f74b-f86c-43bf-9368-3f9bea75beeb-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/494/cf5c8f5d-ff6d-4f99-9689-09e8bd0be299-med.jpg""]"
https://www.rbauction.com/2007-ford-f-150-lariat-4x4-crew-cab-pickup?invId=14026253&id=ci&auction=edmonton-ab-2023221,2007 Ford F-150 Lariat 4x4 Crew Cab Pickup,2007,Ford,F-150,1FTPW14V47FA96117,"313,485 km",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13509/587/038407af-4383-475c-9de1-547a71f3038a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13509/587/038407af-4383-475c-9de1-547a71f3038a-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13509/587/fcba0b2b-eebe-4b9e-8ac2-e21115192d90-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13509/587/718ecea5-4b02-4807-993d-d5402102c08d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13509/587/b8d224ea-28b6-4e80-b36c-4fce59fe3e1a-med.jpg""]"
https://www.rbauction.com/2000-mercedes-benz-ml320-awd-sport-utility-vehicle?invId=14026260&id=ci&auction=edmonton-ab-2023221,2000 Mercedes-Benz ML320 AWD SUV,2000,Mercedes-Benz,ML320,4JGAB54E8YA148867,"214,453 km",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/497/584cf296-3fb9-40a3-8e0b-1013c51409cd-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/497/f2e1bce3-6cfb-486e-bbf0-6d77690ddee2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/497/06e5b11a-95ad-4d72-8ceb-1d961d0ad1c9-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/497/5c3353d0-2179-4830-8bf8-6f1825bb703d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13642/497/2527dee0-2c27-4791-9cfb-b0eba59c9a91-med.jpg""]"
https://www.rbauction.com/2012-dodge-ram-2500-4x4-crew-cab-pickup?invId=14036762&id=ci&auction=los-angeles-ca-2023204,2012 Dodge Ram 2500 4x4 Crew Cab Pickup,2012,Dodge,Ram 2500,3C6UD5HL8CG139009,"314,348 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12606/557/c6a047d4-d2d6-3b99-a148-72b79345924a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12606/557/c6a047d4-d2d6-3b99-a148-72b79345924a-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12606/557/fd528e07-b0a6-369d-9a24-370f75dfa710-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12606/557/ec462428-ddac-3bcf-8ccb-3c3b4f43e722-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12606/557/a39b9e07-c4ef-333f-b44f-e9bd7fc68bc7-med.jpg""]"
https://www.rbauction.com/2019-ford-f-150-4x4-extended-cab-pickup?invId=14032979&id=ci&auction=los-angeles-ca-2023204,2019 Ford F150 XL 4x4 Extended Cab Pickup,2019,Ford,F150,1FTFX1E5XKKC99875,"108,604 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/959/f7c748be-9098-4b86-adfd-d01ee2a2fcf7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/959/f7c748be-9098-4b86-adfd-d01ee2a2fcf7-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/959/703d6d4c-acc9-36d5-a892-439d07457a97-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/959/5e62270e-7880-37cb-8441-c4e3b3348edb-med.jpg""]"
https://www.rbauction.com/1998-dutch-star-highlander-motor-home?invId=14025585&id=ci&auction=los-angeles-ca-2023204,1998 Dutch Star Highlander Motor Home,1998,Dutch Star,Highlander,4VZCN0990WC027494,"27,763 mil",Motor Home,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12278/662/e65221e9-cb2a-44f5-9a43-0bf4df3251ff-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12278/662/de787e0f-bbc8-4359-8e5d-cc58ba3c6035-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12278/662/b2bdb307-06a4-4fdd-8c10-68d6ba868c38-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12278/662/e88ba9f7-4d3e-41ee-9b5c-2ccc1529dc4f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12278/662/f4c742a8-3419-418a-8344-ce05445b2127-med.jpg""]"
https://www.rbauction.com/2014-ford-f-150-xlt-4x2-extended-cab-pickup?invId=14025537&id=ci&auction=los-angeles-ca-2023204,2014 Ford F-150 XLT 4x2 Extended Cab Pickup,2014,Ford,F-150,1FTEX1CM2EKG05767,"159,528 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/122/c6745250-e3d0-3792-b0c6-976e6db6fc23-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/122/c6745250-e3d0-3792-b0c6-976e6db6fc23-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/122/adf9803b-237a-34e0-adc4-617e820683bf-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/122/174df008-c984-34d3-b1cb-d0ebe4fe14bd-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/122/a1229a54-8111-3da6-8a9a-8e778b87b286-med.jpg""]"
https://www.rbauction.com/2015-jeep-grand-cherokee-laredo-2wd-sport-utility-vehicle?invId=14036782&id=ci&auction=los-angeles-ca-2023204,2015 Jeep Grand Cherokee Limited Laredo 2WD SUV,2015,Jeep,Grand Cherokee Limited,1C4RJEAG0FC160254,"111,010 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13548/959/52998db0-4b06-471b-bd21-a29b2ff35023-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13548/959/52998db0-4b06-471b-bd21-a29b2ff35023-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13548/959/b6738e6f-a367-4a44-ad7a-0d9df14fad27-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13548/959/63ad69c2-99bc-47bd-a05e-2c08abe25644-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13548/959/60832792-7458-4a61-a589-5542e21d3dcc-med.jpg""]"
https://www.rbauction.com/2014-ford-f-150-xlt-4x2-extended-cab-pickup?invId=14025536&id=ci&auction=los-angeles-ca-2023204,2014 Ford F-150 XLT 4x2 Extended Cab Pickup,2014,Ford,F-150,1FTEX1CMXEFA95046,"222,101 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/120/a22154b1-d534-42ec-be8c-78bc761e7e88-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/120/a22154b1-d534-42ec-be8c-78bc761e7e88-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/120/57541ec8-a827-3198-b244-bb13e08e7574-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/12539/120/cd2f5027-1d96-3a59-9a2e-55b6c597725e-med.jpg""]"
https://www.rbauction.com/2013-ford-e-350-xl-super-4x2-van-8-passenger?invId=14034139&id=ci&auction=los-angeles-ca-2023204,2013 Ford E-350 XL Super Duty 4x2 Van,2013,Ford,E-350 XL Super Duty,1FBSS3BL9DDA00755,"71,699 hrs",Van,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13448/0/82a6fd51-d2d2-46b7-acf3-ad8bf213b748-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13448/0/82a6fd51-d2d2-46b7-acf3-ad8bf213b748-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13448/0/da49c66e-2731-45da-99fb-43e89d6b0a1d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13448/0/104d0c8d-a35e-48a5-b596-31bdc51f86f0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13448/0/cb90e586-de17-4a60-b606-3c072a5612cb-med.jpg""]"
https://www.rbauction.com/2015-ford-f-250-4x2-extended-cab-pickup?invId=14034592&id=ci&auction=los-angeles-ca-2023204,2015 Ford F-250 4x2 Extended Cab Pickup,2015,Ford,F-250,1FT7X2A66FEC90152,"184,488 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/955/520a4642-ada3-44a5-b9b5-f8385a608d25-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/955/520a4642-ada3-44a5-b9b5-f8385a608d25-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/955/9bf69bf3-aae0-379c-96d2-59ea440fe6f9-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13653/955/be437cec-8c44-37ba-a532-a80bf1ae05de-med.jpg""]"
